Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Tickets_Sold,Rating
Air India,24-06-2022,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,10920,132,3
Air India,24-06-2023,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,12231,97,4
Air India,24-06-2024,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,15h 25m,1 stop,No info,11986,91,2
Air India,06-03-2022,Delhi,Cochin,DEL ? BLR ? COK,20:30,07-03-2025 08:15,11h 45m,1 stop,No info,13310,134,4
Air India,06-03-2023,Delhi,Cochin,DEL ? BLR ? COK,20:30,07-03-2025 08:15,11h 45m,1 stop,No info,14907,133,4
Air India,06-03-2024,Delhi,Cochin,DEL ? BLR ? COK,20:30,07-03-2025 08:15,11h 45m,1 stop,No info,14609,127,3
Air India,06-06-2022,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,8769,170,4
Air India,06-06-2023,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,9733,162,3
Air India,06-06-2024,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,9831,162,2
Air India,21-05-2022,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-05-2025 07:40,19h 40m,2 stops,No info,12160,130,4
Air India,21-05-2023,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-05-2025 07:40,19h 40m,2 stops,No info,13619,126,4
Air India,21-05-2024,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,22-05-2025 07:40,19h 40m,2 stops,No info,13347,140,4
Air India,12-06-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,20:30,13-06-2025 13:45,17h 15m,2 stops,No info,14975,160,4
Air India,12-06-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,20:30,13-06-2025 13:45,17h 15m,2 stops,No info,16472,171,3
Air India,12-06-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,20:30,13-06-2025 13:45,17h 15m,2 stops,No info,15814,166,5
Air India,12-06-2022,Delhi,Cochin,DEL ? BOM ? COK,21:00,13-06-2025 07:40,10h 40m,1 stop,No info,10546,171,4
Air India,12-06-2023,Delhi,Cochin,DEL ? BOM ? COK,21:00,13-06-2025 07:40,10h 40m,1 stop,No info,11812,162,4
Air India,12-06-2024,Delhi,Cochin,DEL ? BOM ? COK,21:00,13-06-2025 07:40,10h 40m,1 stop,No info,11576,162,3
Air India,06-06-2022,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,12499,145,4
Air India,06-06-2023,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,13749,130,3
Air India,06-06-2024,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,13199,125,2
Air India,01-05-2022,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,02-05-2025 07:55,22h 30m,1 stop,No info,10249,174,5
Air India,01-05-2023,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,02-05-2025 07:55,22h 30m,1 stop,No info,11274,158,3
Air India,01-05-2024,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,02-05-2025 07:55,22h 30m,1 stop,No info,10823,172,5
Air India,03-03-2022,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,17010,100,4
Air India,03-03-2023,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,18711,135,3
Air India,03-03-2024,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,17962,107,4
Air India,21-05-2022,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,22-05-2025 07:40,18h 20m,2 stops,No info,17054,137,5
Air India,21-05-2023,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,22-05-2025 07:40,18h 20m,2 stops,No info,19100,138,4
Air India,21-05-2024,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,22-05-2025 07:40,18h 20m,2 stops,No info,18718,133,5
Air India,18-05-2022,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,19-05-2025 09:25,26h 20m,2 stops,No info,13825,161,4
Air India,18-05-2023,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,19-05-2025 09:25,26h 20m,2 stops,No info,15484,174,4
Air India,18-05-2024,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,19-05-2025 09:25,26h 20m,2 stops,No info,15175,175,5
Air India,24-03-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-03-2025 23:15,37h 25m,2 stops,No info,17653,139,3
Air India,24-03-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-03-2025 23:15,37h 25m,2 stops,No info,19418,136,4
Air India,24-03-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-03-2025 23:15,37h 25m,2 stops,No info,18641,137,3
Air India,15-05-2022,Delhi,Cochin,DEL ? MAA ? COK,09:45,16-05-2025 09:25,23h 40m,1 stop,No info,9423,166,5
Air India,15-05-2023,Delhi,Cochin,DEL ? MAA ? COK,09:45,16-05-2025 09:25,23h 40m,1 stop,No info,10553,162,5
Air India,15-05-2024,Delhi,Cochin,DEL ? MAA ? COK,09:45,16-05-2025 09:25,23h 40m,1 stop,No info,10342,161,2
Air India,06-05-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,07-05-2025 12:00,19h 15m,2 stops,No info,17298,149,4
Air India,06-05-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,07-05-2025 12:00,19h 15m,2 stops,No info,19027,125,5
Air India,06-05-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,07-05-2025 12:00,19h 15m,2 stops,No info,18266,146,3
Air India,15-05-2022,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 16:15,34h 25m,2 stops,No info,15586,100,4
Air India,15-05-2023,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 16:15,34h 25m,2 stops,No info,17145,104,5
Air India,15-05-2024,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,16-05-2025 16:15,34h 25m,2 stops,No info,16459,99,2
Air India,24-05-2022,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,12508,163,4
Air India,24-05-2023,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,14009,179,3
Air India,24-05-2024,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,13728,164,5
Air India,03-03-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,19038,116,5
Air India,03-03-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,19038,116,5
Air India,03-03-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,21323,82,5
Air India,03-03-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,21323,82,2
Air India,03-03-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,20896,107,4
Air India,03-03-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,04-03-2025 07:40,25h 45m,2 stops,No info,20896,107,3
Air India,27-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,11180,122,5
Air India,27-03-2022,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,11180,122,5
Air India,27-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12522,107,5
Air India,27-03-2023,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12522,107,4
Air India,27-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12271,100,3
Air India,27-03-2024,Delhi,Cochin,DEL ? HYD ? BOM ? COK,13:05,28-03-2025 07:40,18h 35m,2 stops,No info,12271,100,2
Air India,15-05-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-05-2025 19:15,23h 30m,2 stops,No info,14475,172,5
Air India,15-05-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-05-2025 19:15,23h 30m,2 stops,No info,16212,167,2
Air India,15-05-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-05-2025 19:15,23h 30m,2 stops,No info,15888,155,4
Air India,15-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,12160,169,4
Air India,15-06-2022,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,12160,169,3
Air India,15-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,13619,159,4
Air India,15-06-2023,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,13619,159,3
Air India,15-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,13347,167,4
Air India,15-06-2024,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,16-06-2025 19:15,23h 30m,2 stops,No info,13347,167,2
Air India,24-03-2022,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,09:10,21:50,12h 40m,2 stops,No info,18605,145,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,09:10,21:50,12h 40m,2 stops,No info,20465,130,3
Air India,24-03-2024,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,09:10,21:50,12h 40m,2 stops,No info,19647,143,4
Air India,21-05-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,22-05-2025 19:15,23h 15m,2 stops,No info,13682,161,2
Air India,21-05-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,22-05-2025 19:15,23h 15m,2 stops,No info,15324,162,3
Air India,21-05-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,22-05-2025 19:15,23h 15m,2 stops,No info,15017,161,4
Air India,06-05-2022,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,07-05-2025 15:05,29h 40m,2 stops,No info,14139,156,4
Air India,06-05-2023,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,07-05-2025 15:05,29h 40m,2 stops,No info,15553,161,3
Air India,06-05-2024,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,07-05-2025 15:05,29h 40m,2 stops,No info,14931,159,4
Air India,12-03-2022,Mumbai,Hyderabad,BOM ? JDH ? JAI ? DEL ? HYD,09:40,13-03-2025 15:15,29h 35m,3 stops,No info,23690,149,5
Air India,12-03-2023,Mumbai,Hyderabad,BOM ? JDH ? JAI ? DEL ? HYD,09:40,13-03-2025 15:15,29h 35m,3 stops,No info,26770,153,4
Air India,12-03-2024,Mumbai,Hyderabad,BOM ? JDH ? JAI ? DEL ? HYD,09:40,13-03-2025 15:15,29h 35m,3 stops,No info,27037,131,3
Air India,06-03-2022,Delhi,Cochin,DEL ? BLR ? COK,06:10,07-03-2025 08:15,26h 5m,1 stop,No info,13905,135,2
Air India,06-03-2023,Delhi,Cochin,DEL ? BLR ? COK,06:10,07-03-2025 08:15,26h 5m,1 stop,No info,15573,145,5
Air India,06-03-2024,Delhi,Cochin,DEL ? BLR ? COK,06:10,07-03-2025 08:15,26h 5m,1 stop,No info,15262,126,2
Air India,09-04-2022,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,10-04-2025 19:15,37h 20m,2 stops,No info,9714,77,5
Air India,09-04-2023,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,10-04-2025 19:15,37h 20m,2 stops,No info,10879,109,4
Air India,09-04-2024,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,10-04-2025 19:15,37h 20m,2 stops,No info,10662,91,5
Air India,01-04-2022,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,02-04-2025 05:25,20h,2 stops,No info,14969,146,4
Air India,01-04-2023,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,02-04-2025 05:25,20h,2 stops,No info,16466,129,5
Air India,01-04-2024,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,02-04-2025 05:25,20h,2 stops,No info,15807,138,3
Air India,18-05-2022,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,20:25,12h 5m,2 stops,No info,15355,164,4
Air India,18-05-2023,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,20:25,12h 5m,2 stops,No info,16890,170,4
Air India,18-05-2024,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,20:25,12h 5m,2 stops,No info,16215,162,4
Air India,09-05-2022,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,10-05-2025 14:35,24h,1 stop,No info,7997,142,4
Air India,09-05-2023,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,10-05-2025 14:35,24h,1 stop,No info,8797,133,5
Air India,09-05-2024,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,10-05-2025 14:35,24h,1 stop,No info,8445,127,5
Air India,15-06-2022,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,16-06-2025 19:15,23h 15m,2 stops,No info,13946,160,4
Air India,15-06-2023,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,16-06-2025 19:15,23h 15m,2 stops,No info,15620,155,4
Air India,15-06-2024,Delhi,Cochin,DEL ? BHO ? BOM ? COK,20:00,16-06-2025 19:15,23h 15m,2 stops,No info,15307,160,4
Air India,12-05-2022,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,14262,171,4
Air India,12-05-2022,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,14262,171,5
Air India,12-05-2023,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,15688,171,3
Air India,12-05-2023,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,15688,171,3
Air India,12-05-2024,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,15061,159,3
Air India,12-05-2024,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,13-05-2025 05:35,20h 10m,2 stops,No info,15061,159,3
Air India,09-05-2022,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-05-2025 01:20,18h 20m,2 stops,No info,15966,163,3
Air India,09-05-2023,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-05-2025 01:20,18h 20m,2 stops,No info,17563,166,3
Air India,09-05-2024,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,10-05-2025 01:20,18h 20m,2 stops,No info,16860,160,3
Air India,21-05-2022,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,14622,137,3
Air India,21-05-2023,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,16084,126,2
Air India,21-05-2024,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,15441,127,2
Air India,18-05-2022,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,11185,179,5
Air India,18-05-2023,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,12527,166,4
Air India,18-05-2024,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,12277,164,3
Air India,09-03-2022,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,10-03-2025 19:15,26h 20m,2 stops,No info,27835,118,4
Air India,09-03-2023,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,10-03-2025 19:15,26h 20m,2 stops,No info,31175,105,3
Air India,09-03-2024,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,10-03-2025 19:15,26h 20m,2 stops,No info,30551,111,5
Air India,18-05-2022,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,19-05-2025 13:45,28h 20m,2 stops,No info,16198,175,4
Air India,18-05-2023,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,19-05-2025 13:45,28h 20m,2 stops,No info,17817,167,2
Air India,18-05-2024,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,19-05-2025 13:45,28h 20m,2 stops,No info,17105,171,4
Air India,01-04-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,02-04-2025 20:25,27h 40m,2 stops,No info,12152,121,5
Air India,01-04-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,02-04-2025 20:25,27h 40m,2 stops,No info,13368,107,5
Air India,01-04-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,02-04-2025 20:25,27h 40m,2 stops,No info,12833,106,4
Air India,18-05-2022,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,19-05-2025 05:25,19h 25m,2 stops,No info,17284,139,4
Air India,18-05-2023,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,19-05-2025 05:25,19h 25m,2 stops,No info,19013,148,3
Air India,18-05-2024,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,10:00,19-05-2025 05:25,19h 25m,2 stops,No info,18252,131,5
Air India,09-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,13153,123,4
Air India,09-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,13153,123,3
Air India,09-05-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,13153,123,4
Air India,09-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14731,120,3
Air India,09-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14731,120,5
Air India,09-05-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14731,120,3
Air India,09-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14436,124,4
Air India,09-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14436,124,4
Air India,09-05-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,10-05-2025 19:15,21h 15m,2 stops,No info,14436,124,2
Air India,09-03-2022,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,10-03-2025 19:15,38h,3 stops,No info,19634,76,4
Air India,09-03-2023,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,10-03-2025 19:15,38h,3 stops,No info,21990,75,4
Air India,09-03-2024,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,10-03-2025 19:15,38h,3 stops,No info,21550,91,3
Air India,27-03-2022,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,9069,148,3
Air India,27-03-2023,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,10157,136,3
Air India,27-03-2024,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,9954,149,3
Air India,24-06-2022,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,25-06-2025 07:40,20h 45m,2 stops,No info,14805,134,4
Air India,24-06-2023,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,25-06-2025 07:40,20h 45m,2 stops,No info,16582,144,3
Air India,24-06-2024,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,25-06-2025 07:40,20h 45m,2 stops,No info,16250,141,2
Air India,12-05-2022,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,13079,140,5
Air India,12-05-2023,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,14386,131,5
Air India,12-05-2024,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,13811,127,5
Air India,03-06-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,8769,125,5
Air India,03-06-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9733,137,3
Air India,03-06-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,9831,129,3
Air India,01-06-2022,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,12508,129,4
Air India,01-06-2023,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14009,128,4
Air India,01-06-2024,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,13728,120,3
Air India,21-03-2022,Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,9h 30m,1 stop,No info,7185,107,5
Air India,21-03-2023,Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,9h 30m,1 stop,No info,8048,107,3
Air India,21-03-2024,Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,9h 30m,1 stop,No info,7887,110,3
Air India,12-05-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6586,127,4
Air India,12-05-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7310,141,4
Air India,12-05-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7383,141,4
Air India,21-04-2022,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6586,116,2
Air India,21-04-2023,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7310,116,5
Air India,21-04-2024,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7383,101,3
Air India,09-06-2022,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,10-06-2025 09:25,26h 20m,2 stops,No info,14090,171,3
Air India,09-06-2023,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,10-06-2025 09:25,26h 20m,2 stops,No info,15781,170,5
Air India,09-06-2024,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,10-06-2025 09:25,26h 20m,2 stops,No info,15465,178,5
Air India,12-06-2022,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-06-2025 08:55,16h 10m,2 stops,No info,18327,131,5
Air India,12-06-2023,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-06-2025 08:55,16h 10m,2 stops,No info,20159,141,5
Air India,12-06-2024,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,13-06-2025 08:55,16h 10m,2 stops,No info,19353,132,4
Air India,24-03-2022,Kolkata,Banglore,CCU ? DEL ? VGA ? BLR,07:00,25-03-2025 10:00,27h,2 stops,No info,14077,144,4
Air India,24-03-2023,Kolkata,Banglore,CCU ? DEL ? VGA ? BLR,07:00,25-03-2025 10:00,27h,2 stops,No info,15485,159,2
Air India,24-03-2024,Kolkata,Banglore,CCU ? DEL ? VGA ? BLR,07:00,25-03-2025 10:00,27h,2 stops,No info,14865,155,4
Air India,12-04-2022,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,7446,112,3
Air India,12-04-2023,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,8265,135,3
Air India,12-04-2024,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,8348,109,4
Air India,21-05-2022,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,4015,166,4
Air India,21-05-2023,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,4536,165,2
Air India,21-05-2024,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,4582,171,3
Air India,24-06-2022,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,25-06-2025 09:25,20h 10m,2 stops,No info,11135,135,4
Air India,24-06-2023,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,25-06-2025 09:25,20h 10m,2 stops,No info,12471,137,2
Air India,24-06-2024,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,25-06-2025 09:25,20h 10m,2 stops,No info,12221,127,5
Air India,24-05-2022,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,25-05-2025 10:30,24h 30m,3 stops,No info,15934,151,4
Air India,24-05-2023,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,25-05-2025 10:30,24h 30m,3 stops,No info,17528,146,4
Air India,24-05-2024,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:00,25-05-2025 10:30,24h 30m,3 stops,No info,16826,150,4
Air India,01-06-2022,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,5078,163,5
Air India,01-06-2023,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,5586,164,3
Air India,01-06-2024,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,5362,161,4
Air India,01-04-2022,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5957,102,4
Air India,01-04-2023,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6672,90,3
Air India,01-04-2024,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6539,87,5
Air India,01-05-2022,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,10892,162,4
Air India,01-05-2023,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,11981,156,4
Air India,01-05-2024,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,11502,167,5
Air India,01-05-2022,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-05-2025 09:25,12h 45m,1 stop,No info,9423,171,5
Air India,01-05-2023,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-05-2025 09:25,12h 45m,1 stop,No info,10553,163,4
Air India,01-05-2024,Delhi,Cochin,DEL ? MAA ? COK,20:40,02-05-2025 09:25,12h 45m,1 stop,No info,10342,174,5
